Time (s),Angle1,Angle2,End Effector X,End Effector Y
-0.137,0,0,3,0
-0.136,0,0,3,0
-0.135,0,0,3,0
-0.134,0,0,3,0
-0.133,0,0,3,0
-0.132,0,0,3,0
-0.131,0,0,3,0
-0.13,0,0,3,0
-0.129,0,0,3,0
-0.128,0,0,3,0
-0.127,0,0,3,0
-0.126,0,0,3,0
-0.125,0,0,3,0
-0.124,0,0,3,0
-0.123,0,0,3,0
-0.122,0,0,3,0
-0.121,0,0,3,0
-0.12,0,0,3,0
-0.119,0,0,3,0
-0.118,0,0,3,0
-0.117,0,0,3,0
-0.116,0,0,3,0
-0.115,0,0,3,0
-0.114,0,0,3,0
-0.113,0,0,3,0
-0.112,0,0,3,0
-0.111,0,0,3,0
-0.11,0,0,3,0
-0.109,0,0,3,0
-0.108,0,0,3,0
-0.107,0,0,3,0
-0.106,0,0,3,0
-0.105,0,0,3,0
-0.104,0,0,3,0
-0.103,0,0,3,0
-0.102,0,0,3,0
-0.101,0,0,3,0
-0.1,0,0,3,0
-0.099,0,0,3,0
-0.098,0,0,3,0
-0.097,0,0,3,0
-0.096,0,0,3,0
-0.095,0,0,3,0
-0.094,0,0,3,0
-0.093,0,0,3,0
-0.092,0,0,3,0
-0.091,0,0,3,0
-0.09,0,0,3,0
-0.089,0,0,3,0
-0.088,0,0,3,0
-0.087,0,0,3,0
-0.086,0,0,3,0
-0.085,0,0,3,0
-0.084,0,0,3,0
-0.083,0,0,3,0
-0.082,0,0,3,0
-0.081,0,0,3,0
-0.08,0,0,3,0
-0.079,0,0,3,0
-0.078,0,0,3,0
-0.077,0,0,3,0
-0.076,0,0,3,0
-0.075,0,0,3,0
-0.074,0,0,3,0
-0.073,0,0,3,0
-0.072,0,0,3,0
-0.071,0,0,3,0
-0.07,0,0,3,0
-0.069,0,0,3,0
-0.068,0,0,3,0
-0.067,0,0,3,0
-0.066,0,0,3,0
-0.065,0,0,3,0
-0.064,0,0,3,0
-0.063,0,0,3,0
-0.062,0,0,3,0
-0.061,0,0,3,0
-0.06,0,0,3,0
-0.059,0,0,3,0
-0.058,0,0,3,0
-0.057,0,0,3,0
-0.056,0,0,3,0
-0.055,0,0,3,0
-0.054,0,0,3,0
-0.053,0,0,3,0
-0.052,0,0,3,0
-0.051,0,0,3,0
-0.05,0,0,3,0
-0.049,0,0,3,0
-0.048,0,0,3,0
-0.047,0,0,3,0
-0.046,0,0,3,0
-0.045,0,0,3,0
-0.044,0,0,3,0
-0.043,0,0,3,0
-0.042,0,0,3,0
-0.041,0,0,3,0
-0.04,0,0,3,0
-0.039,0,0,3,0
-0.038,0,0,3,0
-0.037,0,0,3,0
-0.036,0,0,3,0
-0.035,0,0,3,0
-0.034,0,0,3,0
-0.033,0,0,3,0
-0.032,0,0,3,0
-0.031,0,0,3,0
-0.03,0,0,3,0
-0.029,0,0,3,0
-0.028,0,0,3,0
-0.027,0,0,3,0
-0.026,0,0,3,0
-0.025,0,0,3,0
-0.024,0,0,3,0
-0.023,0,0,3,0
-0.022,0,0,3,0
-0.021,0,0,3,0
-0.02,0,0,3,0
-0.019,0,0,3,0
-0.018,0,0,3,0
-0.017,0,0,3,0
-0.016,0,0,3,0
-0.015,0,0,3,0
-0.014,0,0,3,0
-0.013,0,0,3,0
-0.012,0,0,3,0
-0.011,0,0,3,0
-0.01,0,0,3,0
-0.00900000000000001,0,0,3,0
-0.00800000000000001,0,0,3,0
-0.00700000000000001,0,0,3,0
-0.00600000000000001,0,0,3,0
-0.005,0,0,3,0
-0.004,0,0,3,0
-0.003,0,0,3,0
-0.002,0,0,3,0
-0.001,0,0,3,0
0,1,1,0.186233203981496,2.62615261745037
0.001,1,1,0.186233203981496,2.62615261745037
0.002,1,1,0.186233203981496,2.62615261745037
0.003,1,1,0.186233203981496,2.62615261745037
0.004,1,1,0.186233203981496,2.62615261745037
0.005,1,1,0.186233203981496,2.62615261745037
0.00600000000000001,1,1,0.186233203981496,2.62615261745037
0.00700000000000001,1,1,0.186233203981496,2.62615261745037
0.00800000000000001,1,1,0.186233203981496,2.62615261745037
0.00900000000000001,1,1,0.186233203981496,2.62615261745037
0.01,1,1,0.186233203981496,2.62615261745037
0.011,1,1,0.186233203981496,2.62615261745037
0.012,1,1,0.186233203981496,2.62615261745037
0.013,1,1,0.186233203981496,2.62615261745037
0.014,1,1,0.186233203981496,2.62615261745037
0.015,1,1,0.186233203981496,2.62615261745037
0.016,1,1,0.186233203981496,2.62615261745037
0.017,1,1,0.186233203981496,2.62615261745037
0.018,1,1,0.186233203981496,2.62615261745037
0.019,1,1,0.186233203981496,2.62615261745037
0.02,1,1,0.186233203981496,2.62615261745037
0.021,1,1,0.186233203981496,2.62615261745037
0.022,1,1,0.186233203981496,2.62615261745037
0.023,1,1,0.186233203981496,2.62615261745037
0.024,1,1,0.186233203981496,2.62615261745037
0.025,1,1,0.186233203981496,2.62615261745037
0.026,1,1,0.186233203981496,2.62615261745037
0.027,1,1,0.186233203981496,2.62615261745037
0.028,1,1,0.186233203981496,2.62615261745037
0.029,1,1,0.186233203981496,2.62615261745037
0.03,1,1,0.186233203981496,2.62615261745037
0.031,1,1,0.186233203981496,2.62615261745037
0.032,1,1,0.186233203981496,2.62615261745037
0.033,1,1,0.186233203981496,2.62615261745037
0.034,1,1,0.186233203981496,2.62615261745037
0.035,1,1,0.186233203981496,2.62615261745037
0.036,1,1,0.186233203981496,2.62615261745037
0.037,1,1,0.186233203981496,2.62615261745037
0.038,1,1,0.186233203981496,2.62615261745037
0.039,1,1,0.186233203981496,2.62615261745037
0.04,1,1,0.186233203981496,2.62615261745037
0.041,1,1,0.186233203981496,2.62615261745037
0.042,1,1,0.186233203981496,2.62615261745037
0.043,1,1,0.186233203981496,2.62615261745037
0.044,1,1,0.186233203981496,2.62615261745037
0.045,1,1,0.186233203981496,2.62615261745037
0.046,1,1,0.186233203981496,2.62615261745037
0.047,1,1,0.186233203981496,2.62615261745037
0.048,1,1,0.186233203981496,2.62615261745037
0.049,1,1,0.186233203981496,2.62615261745037
0.05,1,1,0.186233203981496,2.62615261745037
0.051,1,1,0.186233203981496,2.62615261745037
0.052,1,1,0.186233203981496,2.62615261745037
0.053,1,1,0.186233203981496,2.62615261745037
0.054,1,1,0.186233203981496,2.62615261745037
0.055,1,1,0.186233203981496,2.62615261745037
0.056,1,1,0.186233203981496,2.62615261745037
0.057,1,1,0.186233203981496,2.62615261745037
0.058,1,1,0.186233203981496,2.62615261745037
0.059,1,1,0.186233203981496,2.62615261745037
0.06,1,1,0.186233203981496,2.62615261745037
0.061,1,1,0.186233203981496,2.62615261745037
0.062,1,1,0.186233203981496,2.62615261745037
0.063,1,1,0.186233203981496,2.62615261745037
0.064,1,1,0.186233203981496,2.62615261745037
0.065,1,1,0.186233203981496,2.62615261745037
0.066,1,1,0.186233203981496,2.62615261745037
0.067,1,1,0.186233203981496,2.62615261745037
0.068,1,1,0.186233203981496,2.62615261745037
0.069,1,1,0.186233203981496,2.62615261745037
0.07,1,1,0.186233203981496,2.62615261745037
0.071,1,1,0.186233203981496,2.62615261745037
0.072,1,1,0.186233203981496,2.62615261745037
0.073,1,1,0.186233203981496,2.62615261745037
0.074,1,1,0.186233203981496,2.62615261745037
0.075,1,1,0.186233203981496,2.62615261745037
0.076,1,1,0.186233203981496,2.62615261745037
0.077,1,1,0.186233203981496,2.62615261745037
0.078,1,1,0.186233203981496,2.62615261745037
0.079,1,1,0.186233203981496,2.62615261745037
0.08,1,1,0.186233203981496,2.62615261745037
0.081,1,1,0.186233203981496,2.62615261745037
0.082,1,1,0.186233203981496,2.62615261745037
0.083,1,1,0.186233203981496,2.62615261745037
0.084,1,1,0.186233203981496,2.62615261745037
0.085,1,1,0.186233203981496,2.62615261745037
0.086,1,1,0.186233203981496,2.62615261745037
0.087,1,1,0.186233203981496,2.62615261745037
0.088,1,1,0.186233203981496,2.62615261745037
0.089,1,1,0.186233203981496,2.62615261745037
0.09,1,1,0.186233203981496,2.62615261745037
0.091,1,1,0.186233203981496,2.62615261745037
0.092,1,1,0.186233203981496,2.62615261745037
0.093,1,1,0.186233203981496,2.62615261745037
0.094,1,1,0.186233203981496,2.62615261745037
0.095,1,1,0.186233203981496,2.62615261745037
0.096,1,1,0.186233203981496,2.62615261745037
0.097,1,1,0.186233203981496,2.62615261745037
0.098,1,1,0.186233203981496,2.62615261745037
0.099,1,1,0.186233203981496,2.62615261745037
0.1,1,1,0.186233203981496,2.62615261745037
0.101,1,1,0.186233203981496,2.62615261745037
0.102,1,1,0.186233203981496,2.62615261745037
0.103,1,1,0.186233203981496,2.62615261745037
0.104,1,1,0.186233203981496,2.62615261745037
0.105,1,1,0.186233203981496,2.62615261745037
0.106,1,1,0.186233203981496,2.62615261745037
0.107,1,1,0.186233203981496,2.62615261745037
0.108,1,1,0.186233203981496,2.62615261745037
0.109,1,1,0.186233203981496,2.62615261745037
0.11,1,1,0.186233203981496,2.62615261745037
0.111,1,1,0.186233203981496,2.62615261745037
0.112,1,1,0.186233203981496,2.62615261745037
0.113,1,1,0.186233203981496,2.62615261745037
0.114,1,1,0.186233203981496,2.62615261745037
0.115,1,1,0.186233203981496,2.62615261745037
0.116,1,1,0.186233203981496,2.62615261745037
0.117,1,1,0.186233203981496,2.62615261745037
0.118,1,1,0.186233203981496,2.62615261745037
0.119,1,1,0.186233203981496,2.62615261745037
0.12,1,1,0.186233203981496,2.62615261745037
0.121,1,1,0.186233203981496,2.62615261745037
0.122,1,1,0.186233203981496,2.62615261745037
0.123,1,1,0.186233203981496,2.62615261745037
0.124,1,1,0.186233203981496,2.62615261745037
0.125,1,1,0.186233203981496,2.62615261745037
0.126,1,1,0.186233203981496,2.62615261745037
0.127,1,1,0.186233203981496,2.62615261745037
0.128,1,1,0.186233203981496,2.62615261745037
0.129,1,1,0.186233203981496,2.62615261745037
0.13,1,1,0.186233203981496,2.62615261745037
0.131,1,1,0.186233203981496,2.62615261745037
0.132,1,1,0.186233203981496,2.62615261745037
0.133,1,1,0.186233203981496,2.62615261745037
0.134,1,1,0.186233203981496,2.62615261745037
0.135,1,1,0.186233203981496,2.62615261745037
0.136,1,1,0.186233203981496,2.62615261745037
0.137,1,1,0.186233203981496,2.62615261745037
0.138,1,1,0.186233203981496,2.62615261745037
0.139,1,1,0.186233203981496,2.62615261745037
0.14,1,1,0.186233203981496,2.62615261745037
0.141,1,1,0.186233203981496,2.62615261745037
0.142,1,1,0.186233203981496,2.62615261745037
0.143,1,1,0.186233203981496,2.62615261745037
0.144,1,1,0.186233203981496,2.62615261745037
0.145,1,1,0.186233203981496,2.62615261745037
0.146,1,1,0.186233203981496,2.62615261745037
0.147,1,1,0.186233203981496,2.62615261745037
0.148,1,1,0.186233203981496,2.62615261745037
0.149,1,1,0.186233203981496,2.62615261745037
0.15,1,1,0.186233203981496,2.62615261745037
0.151,1,1,0.186233203981496,2.62615261745037
0.152,1,1,0.186233203981496,2.62615261745037
0.153,1,1,0.186233203981496,2.62615261745037
0.154,1,1,0.186233203981496,2.62615261745037
0.155,1,1,0.186233203981496,2.62615261745037
0.156,1,1,0.186233203981496,2.62615261745037
0.157,1,1,0.186233203981496,2.62615261745037
0.158,1,1,0.186233203981496,2.62615261745037
0.159,1,1,0.186233203981496,2.62615261745037
0.16,1,1,0.186233203981496,2.62615261745037
0.161,1,1,0.186233203981496,2.62615261745037
0.162,1,1,0.186233203981496,2.62615261745037
0.163,1,1,0.186233203981496,2.62615261745037
0.164,1,1,0.186233203981496,2.62615261745037
0.165,1,1,0.186233203981496,2.62615261745037
0.166,1,1,0.186233203981496,2.62615261745037
0.167,1,1,0.186233203981496,2.62615261745037
0.168,1,1,0.186233203981496,2.62615261745037
0.169,1,1,0.186233203981496,2.62615261745037
0.17,1,1,0.186233203981496,2.62615261745037
0.171,1,1,0.186233203981496,2.62615261745037
0.172,1,1,0.186233203981496,2.62615261745037
0.173,1,1,0.186233203981496,2.62615261745037
0.174,1,1,0.186233203981496,2.62615261745037
0.175,1,1,0.186233203981496,2.62615261745037
0.176,1,1,0.186233203981496,2.62615261745037
0.177,1,1,0.186233203981496,2.62615261745037
0.178,1,1,0.186233203981496,2.62615261745037
0.179,1,1,0.186233203981496,2.62615261745037
0.18,1,1,0.186233203981496,2.62615261745037
0.181,1,1,0.186233203981496,2.62615261745037
0.182,1,1,0.186233203981496,2.62615261745037
0.183,1,1,0.186233203981496,2.62615261745037
0.184,1,1,0.186233203981496,2.62615261745037
0.185,1,1,0.186233203981496,2.62615261745037
0.186,1,1,0.186233203981496,2.62615261745037
0.187,1,1,0.186233203981496,2.62615261745037
0.188,1,1,0.186233203981496,2.62615261745037
0.189,1,1,0.186233203981496,2.62615261745037
0.19,1,1,0.186233203981496,2.62615261745037
0.191,1,1,0.186233203981496,2.62615261745037
0.192,1,1,0.186233203981496,2.62615261745037
0.193,1,1,0.186233203981496,2.62615261745037
0.194,1,1,0.186233203981496,2.62615261745037
0.195,1,1,0.186233203981496,2.62615261745037
0.196,1,1,0.186233203981496,2.62615261745037
0.197,1,1,0.186233203981496,2.62615261745037
0.198,1,1,0.186233203981496,2.62615261745037
0.199,1,1,0.186233203981496,2.62615261745037
0.2,1,1,0.186233203981496,2.62615261745037
0.201,1,1,0.186233203981496,2.62615261745037
0.202,1,1,0.186233203981496,2.62615261745037
0.203,1,1,0.186233203981496,2.62615261745037
0.204,1,1,0.186233203981496,2.62615261745037
0.205,1,1,0.186233203981496,2.62615261745037
0.206,1,1,0.186233203981496,2.62615261745037
0.207,1,1,0.186233203981496,2.62615261745037
0.208,1,1,0.186233203981496,2.62615261745037
0.209,1,1,0.186233203981496,2.62615261745037
0.21,1,1,0.186233203981496,2.62615261745037
0.211,1,1,0.186233203981496,2.62615261745037
0.212,1,1,0.186233203981496,2.62615261745037
0.213,1,1,0.186233203981496,2.62615261745037
0.214,1,1,0.186233203981496,2.62615261745037
0.215,1,1,0.186233203981496,2.62615261745037
0.216,1,1,0.186233203981496,2.62615261745037
0.217,1,1,0.186233203981496,2.62615261745037
0.218,1,1,0.186233203981496,2.62615261745037
0.219,1,1,0.186233203981496,2.62615261745037
0.22,1,1,0.186233203981496,2.62615261745037
0.221,1,1,0.186233203981496,2.62615261745037
0.222,1,1,0.186233203981496,2.62615261745037
0.223,1,1,0.186233203981496,2.62615261745037
0.224,1,1,0.186233203981496,2.62615261745037
0.225,1,1,0.186233203981496,2.62615261745037
0.226,1,1,0.186233203981496,2.62615261745037
0.227,1,1,0.186233203981496,2.62615261745037
0.228,1,1,0.186233203981496,2.62615261745037
0.229,1,1,0.186233203981496,2.62615261745037
0.23,1,1,0.186233203981496,2.62615261745037
0.231,1,1,0.186233203981496,2.62615261745037
0.232,1,1,0.186233203981496,2.62615261745037
0.233,1,1,0.186233203981496,2.62615261745037
0.234,1,1,0.186233203981496,2.62615261745037
0.235,1,1,0.186233203981496,2.62615261745037
0.236,1,1,0.186233203981496,2.62615261745037
0.237,1,1,0.186233203981496,2.62615261745037
0.238,1,1,0.186233203981496,2.62615261745037
0.239,1,1,0.186233203981496,2.62615261745037
0.24,1,1,0.186233203981496,2.62615261745037
0.241,1,1,0.186233203981496,2.62615261745037
0.242,1,1,0.186233203981496,2.62615261745037
0.243,1,1,0.186233203981496,2.62615261745037
0.244,1,1,0.186233203981496,2.62615261745037
0.245,1,1,0.186233203981496,2.62615261745037
0.246,1,1,0.186233203981496,2.62615261745037
0.247,1,1,0.186233203981496,2.62615261745037
0.248,1,1,0.186233203981496,2.62615261745037
0.249,1,1,0.186233203981496,2.62615261745037
0.25,1,1,0.186233203981496,2.62615261745037
0.251,1,1,0.186233203981496,2.62615261745037
0.252,1,1,0.186233203981496,2.62615261745037
0.253,1,1,0.186233203981496,2.62615261745037
0.254,1,1,0.186233203981496,2.62615261745037
0.255,1,1,0.186233203981496,2.62615261745037
0.256,1,1,0.186233203981496,2.62615261745037
0.257,1,1,0.186233203981496,2.62615261745037
0.258,1,1,0.186233203981496,2.62615261745037
0.259,1,1,0.186233203981496,2.62615261745037
0.26,1,1,0.186233203981496,2.62615261745037
0.261,1,1,0.186233203981496,2.62615261745037
0.262,1,1,0.186233203981496,2.62615261745037
0.263,1,1,0.186233203981496,2.62615261745037
0.264,1,1,0.186233203981496,2.62615261745037
0.265,1,1,0.186233203981496,2.62615261745037
0.266,1,1,0.186233203981496,2.62615261745037
0.267,1,1,0.186233203981496,2.62615261745037
0.268,1,1,0.186233203981496,2.62615261745037
0.269,1,1,0.186233203981496,2.62615261745037
0.27,1,1,0.186233203981496,2.62615261745037
0.271,1,1,0.186233203981496,2.62615261745037
0.272,1,1,0.186233203981496,2.62615261745037
0.273,1,1,0.186233203981496,2.62615261745037
0.274,1,1,0.186233203981496,2.62615261745037
0.275,1,1,0.186233203981496,2.62615261745037
0.276,1,1,0.186233203981496,2.62615261745037
0.277,1,1,0.186233203981496,2.62615261745037
0.278,1,1,0.186233203981496,2.62615261745037
0.279,1,1,0.186233203981496,2.62615261745037
0.28,1,1,0.186233203981496,2.62615261745037
0.281,1,1,0.186233203981496,2.62615261745037
0.282,1,1,0.186233203981496,2.62615261745037
0.283,1,1,0.186233203981496,2.62615261745037
0.284,1,1,0.186233203981496,2.62615261745037
0.285,1,1,0.186233203981496,2.62615261745037
0.286,1,1,0.186233203981496,2.62615261745037
0.287,1,1,0.186233203981496,2.62615261745037
0.288,1,1,0.186233203981496,2.62615261745037
0.289,1,1,0.186233203981496,2.62615261745037
0.29,1,1,0.186233203981496,2.62615261745037
0.291,1,1,0.186233203981496,2.62615261745037
0.292,1,1,0.186233203981496,2.62615261745037
0.293,1,1,0.186233203981496,2.62615261745037
0.294,1,1,0.186233203981496,2.62615261745037
0.295,1,1,0.186233203981496,2.62615261745037
0.296,1,1,0.186233203981496,2.62615261745037
0.297,1,1,0.186233203981496,2.62615261745037
0.298,1,1,0.186233203981496,2.62615261745037
0.299,1,1,0.186233203981496,2.62615261745037
0.3,1,1,0.186233203981496,2.62615261745037
0.301,1,1,0.186233203981496,2.62615261745037
0.302,1,1,0.186233203981496,2.62615261745037
0.303,1,1,0.186233203981496,2.62615261745037
0.304,1,1,0.186233203981496,2.62615261745037
0.305,1,1,0.186233203981496,2.62615261745037
0.306,1,1,0.186233203981496,2.62615261745037
0.307,1,1,0.186233203981496,2.62615261745037
0.308,1,1,0.186233203981496,2.62615261745037
0.309,1,1,0.186233203981496,2.62615261745037
0.31,1,1,0.186233203981496,2.62615261745037
0.311,1,1,0.186233203981496,2.62615261745037
0.312,1,1,0.186233203981496,2.62615261745037
0.313,1,1,0.186233203981496,2.62615261745037
0.314,1,1,0.186233203981496,2.62615261745037
0.315,1,1,0.186233203981496,2.62615261745037
0.316,1,1,0.186233203981496,2.62615261745037
0.317,1,1,0.186233203981496,2.62615261745037
0.318,1,1,0.186233203981496,2.62615261745037
0.319,1,1,0.186233203981496,2.62615261745037
0.32,1,1,0.186233203981496,2.62615261745037
0.321,1,1,0.186233203981496,2.62615261745037
0.322,1,1,0.186233203981496,2.62615261745037
0.323,1,1,0.186233203981496,2.62615261745037
0.324,1,1,0.186233203981496,2.62615261745037
0.325,1,1,0.186233203981496,2.62615261745037
0.326,1,1,0.186233203981496,2.62615261745037
0.327,1,1,0.186233203981496,2.62615261745037
0.328,1,1,0.186233203981496,2.62615261745037
0.329,1,1,0.186233203981496,2.62615261745037
0.33,1,1,0.186233203981496,2.62615261745037
0.331,1,1,0.186233203981496,2.62615261745037
0.332,1,1,0.186233203981496,2.62615261745037
0.333,1,1,0.186233203981496,2.62615261745037
0.334,1,1,0.186233203981496,2.62615261745037
0.335,1,1,0.186233203981496,2.62615261745037
0.336,1,1,0.186233203981496,2.62615261745037
0.337,1,1,0.186233203981496,2.62615261745037
0.338,1,1,0.186233203981496,2.62615261745037
0.339,1,1,0.186233203981496,2.62615261745037
0.34,1,1,0.186233203981496,2.62615261745037
0.341,1,1,0.186233203981496,2.62615261745037
0.342,1,1,0.186233203981496,2.62615261745037
0.343,1,1,0.186233203981496,2.62615261745037
0.344,1,1,0.186233203981496,2.62615261745037
0.345,1,1,0.186233203981496,2.62615261745037
0.346,1,1,0.186233203981496,2.62615261745037
0.347,1,1,0.186233203981496,2.62615261745037
0.348,1,1,0.186233203981496,2.62615261745037
0.349,1,1,0.186233203981496,2.62615261745037
0.35,1,1,0.186233203981496,2.62615261745037
0.351,1,1,0.186233203981496,2.62615261745037
0.352,1,1,0.186233203981496,2.62615261745037
0.353,1,1,0.186233203981496,2.62615261745037
0.354,1,1,0.186233203981496,2.62615261745037
0.355,1,1,0.186233203981496,2.62615261745037
0.356,1,1,0.186233203981496,2.62615261745037
0.357,1,1,0.186233203981496,2.62615261745037
0.358,1,1,0.186233203981496,2.62615261745037
0.359,1,1,0.186233203981496,2.62615261745037
0.36,1,1,0.186233203981496,2.62615261745037
0.361,1,1,0.186233203981496,2.62615261745037
0.362,1,1,0.186233203981496,2.62615261745037
0.363,1,1,0.186233203981496,2.62615261745037
0.364,1,1,0.186233203981496,2.62615261745037
0.365,1,1,0.186233203981496,2.62615261745037
0.366,1,1,0.186233203981496,2.62615261745037
0.367,1,1,0.186233203981496,2.62615261745037
0.368,1,1,0.186233203981496,2.62615261745037
0.369,1,1,0.186233203981496,2.62615261745037
0.37,1,1,0.186233203981496,2.62615261745037
0.371,1,1,0.186233203981496,2.62615261745037
0.372,1,1,0.186233203981496,2.62615261745037
0.373,1,1,0.186233203981496,2.62615261745037
0.374,1,1,0.186233203981496,2.62615261745037
0.375,1,1,0.186233203981496,2.62615261745037
0.376,1,1,0.186233203981496,2.62615261745037
0.377,1,1,0.186233203981496,2.62615261745037
0.378,1,1,0.186233203981496,2.62615261745037
0.379,1,1,0.186233203981496,2.62615261745037
0.38,1,1,0.186233203981496,2.62615261745037
0.381,1,1,0.186233203981496,2.62615261745037
0.382,1,1,0.186233203981496,2.62615261745037
0.383,1,1,0.186233203981496,2.62615261745037
0.384,1,1,0.186233203981496,2.62615261745037
0.385,1,1,0.186233203981496,2.62615261745037
0.386,1,1,0.186233203981496,2.62615261745037
0.387,1,1,0.186233203981496,2.62615261745037
0.388,1,1,0.186233203981496,2.62615261745037
0.389,1,1,0.186233203981496,2.62615261745037
0.39,1,1,0.186233203981496,2.62615261745037
0.391,1,1,0.186233203981496,2.62615261745037
0.392,1,1,0.186233203981496,2.62615261745037
0.393,1,1,0.186233203981496,2.62615261745037
0.394,1,1,0.186233203981496,2.62615261745037
0.395,1,1,0.186233203981496,2.62615261745037
0.396,1,1,0.186233203981496,2.62615261745037
0.397,1,1,0.186233203981496,2.62615261745037
0.398,1,1,0.186233203981496,2.62615261745037
0.399,1,1,0.186233203981496,2.62615261745037
0.4,1,1,0.186233203981496,2.62615261745037
0.401,1,1,0.186233203981496,2.62615261745037
0.402,1,1,0.186233203981496,2.62615261745037
0.403,1,1,0.186233203981496,2.62615261745037
0.404,1,1,0.186233203981496,2.62615261745037
0.405,1,1,0.186233203981496,2.62615261745037
0.406,1,1,0.186233203981496,2.62615261745037
0.407,1,1,0.186233203981496,2.62615261745037
0.408,1,1,0.186233203981496,2.62615261745037
0.409,1,1,0.186233203981496,2.62615261745037
0.41,1,1,0.186233203981496,2.62615261745037
0.411,1,1,0.186233203981496,2.62615261745037
0.412,1,1,0.186233203981496,2.62615261745037
0.413,1,1,0.186233203981496,2.62615261745037
0.414,1,1,0.186233203981496,2.62615261745037
0.415,1,1,0.186233203981496,2.62615261745037
0.416,1,1,0.186233203981496,2.62615261745037
0.417,1,1,0.186233203981496,2.62615261745037
0.418,1,1,0.186233203981496,2.62615261745037
0.419,1,1,0.186233203981496,2.62615261745037
0.42,1,1,0.186233203981496,2.62615261745037
0.421,1,1,0.186233203981496,2.62615261745037
0.422,1,1,0.186233203981496,2.62615261745037
0.423,1,1,0.186233203981496,2.62615261745037
0.424,1,1,0.186233203981496,2.62615261745037
0.425,1,1,0.186233203981496,2.62615261745037
0.426,1,1,0.186233203981496,2.62615261745037
0.427,1,1,0.186233203981496,2.62615261745037
0.428,1,1,0.186233203981496,2.62615261745037
0.429,1,1,0.186233203981496,2.62615261745037
0.43,1,1,0.186233203981496,2.62615261745037
0.431,1,1,0.186233203981496,2.62615261745037
0.432,1,1,0.186233203981496,2.62615261745037
0.433,1,1,0.186233203981496,2.62615261745037
0.434,1,1,0.186233203981496,2.62615261745037
0.435,1,1,0.186233203981496,2.62615261745037
0.436,1,1,0.186233203981496,2.62615261745037
0.437,1,1,0.186233203981496,2.62615261745037
0.438,1,1,0.186233203981496,2.62615261745037
0.439,1,1,0.186233203981496,2.62615261745037
0.44,1,1,0.186233203981496,2.62615261745037
0.441,1,1,0.186233203981496,2.62615261745037
0.442,1,1,0.186233203981496,2.62615261745037
0.443,1,1,0.186233203981496,2.62615261745037
